level	code	branch	class	group	type	subtype	status	mapping_scopes	curation_files	curation_subjects	curation_statuses
group	Autophagy-Lysosome Pathway|Autophagy gene expression|TP73 transcriptional program	Autophagy-Lysosome Pathway	Autophagy gene expression	TP73 transcriptional program	Transcription factor		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|TP73 transcriptional program	pending_review
group	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional coactivator	Autophagy-Lysosome Pathway	Autophagy gene expression	Transcriptional coactivator	Cellular mechanics sensing		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional coactivator	pending_review
group	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional regulator	Autophagy-Lysosome Pathway	Autophagy gene expression	Transcriptional regulator			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional regulator	pending_review
group	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional repressor	Autophagy-Lysosome Pathway	Autophagy gene expression	Transcriptional repressor			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|Transcriptional repressor	pending_review
group	Autophagy-Lysosome Pathway|Autophagy gene expression|Translational modulator	Autophagy-Lysosome Pathway	Autophagy gene expression	Translational modulator			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy gene expression|Translational modulator	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy	Autophagy-Lysosome Pathway	Autophagy substrate selection	Autophagosome formation for selective autophagy	Mitophagy		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagosome formation for selective autophagy	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor recognition	Autophagy-Lysosome Pathway	Autophagy substrate selection	Autophagy receptor recognition	Recognized via LIRs in receptors for several forms of selective autophagy	ATG8 homolog	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor recognition	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation	Autophagy-Lysosome Pathway	Autophagy substrate selection	Autophagy receptor regulation	SQSTM1 regulation		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Autophagy receptor regulation	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy	Autophagy-Lysosome Pathway	Autophagy substrate selection	Marking substrates for selective autophagy	Mitophagy	PINK/PRKN pathway	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Marking substrates for selective autophagy	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor	Autophagy-Lysosome Pathway	Autophagy substrate selection	Selective autophagy receptor	Mitophagy		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Selective autophagy receptor	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Specific function in autophagy substrate selection unknown	Autophagy-Lysosome Pathway	Autophagy substrate selection	Specific function in autophagy substrate selection unknown			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Specific function in autophagy substrate selection unknown	pending_review
group	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy	Autophagy-Lysosome Pathway	Autophagy substrate selection	Substrate selectivity regulator for selective autophagy	Mitophagy	PINK/PRKN pathway	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Autophagy substrate selection|Substrate selectivity regulator for selective autophagy	pending_review
group	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy	Autophagy-Lysosome Pathway	Chaperone-mediated autophagy	Effectors of chaperone-mediated autophagy	Substrate delivery		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Effectors of chaperone-mediated autophagy	pending_review
group	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy	Autophagy-Lysosome Pathway	Chaperone-mediated autophagy	Extralysosomal modulator of chaperone-mediated autophagy	Chaperone-mediated autophagy inhibitor	Promotes transport of LAMP2A to the lysosome	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Extralysosomal modulator of chaperone-mediated autophagy	pending_review
group	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy	Autophagy-Lysosome Pathway	Chaperone-mediated autophagy	Lysosomal modulator of chaperone-mediated autophagy	Chaperone-mediated autophagy enhancer	Modulator of interaction between substrate and lysosome-p53	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Chaperone-mediated autophagy|Lysosomal modulator of chaperone-mediated autophagy	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal carbohydrate catabolism	Lysosomal protein deglycosidase		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal carbohydrate catabolism	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal lipid catabolism	Lysosomal lipase		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal lipid catabolism	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal nuclease			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal nuclease	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal phosphatase			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal phosphatase	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal protein catabolism	Lysosomal protease		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal protein catabolism	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	Autophagy-Lysosome Pathway	Lysosomal catabolism	Lysosomal sulfatase			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Lysosomal sulfatase	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment	Autophagy-Lysosome Pathway	Lysosomal catabolism	Regulation of lysosomal environment	Lysosomal acidification	V0 lysosomal v-ATPase proton pump component	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Regulation of lysosomal environment	pending_review
group	Autophagy-Lysosome Pathway|Lysosomal catabolism|Specific role in lysosomal catabolism unknown	Autophagy-Lysosome Pathway	Lysosomal catabolism	Specific role in lysosomal catabolism unknown			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Lysosomal catabolism|Specific role in lysosomal catabolism unknown	pending_review
group	Autophagy-Lysosome Pathway|Microautophagy|Endosomal microautophagy	Autophagy-Lysosome Pathway	Microautophagy	Endosomal microautophagy			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Endosomal microautophagy	pending_review
group	Autophagy-Lysosome Pathway|Microautophagy|General microautophagy machinery	Autophagy-Lysosome Pathway	Microautophagy	General microautophagy machinery	ESCRT-III complex component		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|General microautophagy machinery	pending_review
group	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy	Autophagy-Lysosome Pathway	Microautophagy	Micromitophagy	TOMM20-positive MDV-mediated micromitophagy	MDV budding	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Micromitophagy	pending_review
group	Autophagy-Lysosome Pathway|Microautophagy|Microreticulophagy	Autophagy-Lysosome Pathway	Microautophagy	Microreticulophagy			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Microautophagy|Microreticulophagy	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, direct	AMPK complex component		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, direct	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	AMPK signaling pathway, upstream	AMPK complex modulator by metabolite balance		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|AMPK signaling pathway, upstream	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Miscellaneous autophagy signaling	Phosphorylates mTORC1 targets		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Miscellaneous autophagy signaling	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Specific function in pre-initiation autophagy signaling unknown	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	Specific function in pre-initiation autophagy signaling unknown			pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|Specific function in pre-initiation autophagy signaling unknown	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, direct	mTORC1 complex component		pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, direct	pending_review
group	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream	Autophagy-Lysosome Pathway	Pre-initiation autophagy signaling	mTORC1 pathway, upstream	Insulin signaling pathway	Upstream activator of IRS1/2/4	pending_review		autophagy_lysosome_pathway.yaml	Autophagy-Lysosome Pathway|Pre-initiation autophagy signaling|mTORC1 pathway, upstream	pending_review
group	Cytonuclear proteostasis|Chaperone|CCT/TRiC system	Cytonuclear proteostasis	Chaperone	CCT/TRiC system	CCT/TRiC subunit		no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|CCT/TRiC system	no_mapping
group	Cytonuclear proteostasis|Chaperone|Chaperone for alpha-actinin in myofibril assembly	Cytonuclear proteostasis	Chaperone	Chaperone for alpha-actinin in myofibril assembly			no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|Chaperone for alpha-actinin in myofibril assembly	no_mapping
group	Cytonuclear proteostasis|Chaperone|HSP70 system	Cytonuclear proteostasis	Chaperone	HSP70 system	HSP70		no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70 system	no_mapping
group	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration	Cytonuclear proteostasis	Chaperone	HSP70-HSP90 system integration	HSP70-HSP90 joint cochaperone	CC-TPR and Armadillo domain containing	no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP70-HSP90 system integration	no_mapping
group	Cytonuclear proteostasis|Chaperone|HSP90 system	Cytonuclear proteostasis	Chaperone	HSP90 system	HSP90		no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|HSP90 system	no_mapping
group	Cytonuclear proteostasis|Chaperone|small HSP system	Cytonuclear proteostasis	Chaperone	small HSP system	small HSP		no_mapping		chaperone_systems.yaml	Cytonuclear proteostasis|Chaperone|small HSP system	no_mapping
group	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	Cytonuclear proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	FKBP type		mapped	ok_for_propagation_to_go	chaperone_systems.yaml	Cytonuclear proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	mapped
group	ER proteostasis|Chaperone|Chaperone for MCT1-4	ER proteostasis	Chaperone	Chaperone for MCT1-4			pending_review		er_proteostasis.yaml	ER proteostasis|Chaperone|Chaperone for MCT1-4	pending_review
group	ER proteostasis|Chaperone|Chaperone for various receptors	ER proteostasis	Chaperone	Chaperone for various receptors			pending_review		er_proteostasis.yaml	ER proteostasis|Chaperone|Chaperone for various receptors	pending_review
group	ER proteostasis|Chaperone|HSP70 system	ER proteostasis	Chaperone	HSP70 system	HSP70		pending_review		er_proteostasis.yaml	ER proteostasis|Chaperone|HSP70 system	pending_review
group	ER proteostasis|Chaperone|HSP90 system	ER proteostasis	Chaperone	HSP90 system	HSP90		pending_review		er_proteostasis.yaml	ER proteostasis|Chaperone|HSP90 system	pending_review
group	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	ER proteostasis	Folding enzyme	Peptidyl-prolyl isomerases	Cyclophilin type		mapped	ok_for_propagation_to_go	er_proteostasis.yaml	ER proteostasis|Folding enzyme|Peptidyl-prolyl isomerases	mapped
